2025-06-30,Transfer to GR200783060066494593 - Monthly Fee,-5.00,102839.13
2025-06-30,Transfer from GR200783060066494593 - Monthly Rate,252.96,102844.13
2025-05-31,Transfer to GR200783060066494593 - Monthly Fee,-5.00,102591.17
2025-05-31,Transfer from GR200783060066494593 - Monthly Rate,75.84,102596.17
2025-06-30,Transfer to GR200096839166887843 - Monthly Fee,-5.00,102520.33
2025-06-30,Transfer from GR200096839166887843 - Monthly Rate,252.18,102525.33
2025-05-31,Transfer to GR200096839166887843 - Monthly Fee,-5.00,102273.15
2025-05-31,Transfer from GR200096839166887843 - Monthly Rate,75.60,102278.15
2025-06-30,Transfer to GR200531794437971832 - Monthly Fee,-5.00,102202.55
2025-06-30,Transfer from GR200531794437971832 - Monthly Rate,251.40,102207.55
2025-05-31,Transfer to GR200531794437971832 - Monthly Fee,-5.00,101956.15
2025-05-31,Transfer from GR200531794437971832 - Monthly Rate,75.37,101961.15
2025-09-30,Transfer to GR200219232037090916 - Monthly Fee,-5.00,101885.78
2025-09-30,Transfer from GR200219232037090916 - Monthly Rate,250.62,101890.78
2025-08-31,Transfer to GR200219232037090916 - Monthly Fee,-5.00,101640.16
2025-08-31,Transfer from GR200219232037090916 - Monthly Rate,258.33,101645.16
2025-07-31,Transfer to GR200219232037090916 - Monthly Fee,-5.00,101386.83
2025-07-31,Transfer from GR200219232037090916 - Monthly Rate,257.68,101391.83
2025-06-30,Transfer to GR200219232037090916 - Monthly Fee,-5.00,101134.15
2025-06-30,Transfer from GR200219232037090916 - Monthly Rate,257.04,101139.15
2025-05-31,Transfer to GR200219232037090916 - Monthly Fee,-5.00,100882.10
2025-05-31,Transfer from GR200219232037090916 - Monthly Rate,74.57,100887.10
2025-08-31,Transfer to GR200057370397633730 - Monthly Fee,-5.00,100812.53
2025-08-31,Transfer from GR200057370397633730 - Monthly Rate,256.22,100817.53
2025-07-31,Transfer to GR200057370397633730 - Monthly Fee,-5.00,100561.30
2025-07-31,Transfer from GR200057370397633730 - Monthly Rate,255.59,100566.30
2025-06-30,Transfer to GR200057370397633730 - Monthly Fee,-5.00,100310.72
2025-06-30,Transfer from GR200057370397633730 - Monthly Rate,246.75,100315.72
2025-05-31,Transfer to GR200057370397633730 - Monthly Fee,-5.00,100068.97
2025-05-31,Transfer from GR200057370397633730 - Monthly Rate,73.97,100073.97
2025-09-30,Transfer to GR200970787019636440 - Monthly Fee,-5.00,104539.00
2025-08-31,Transfer to GR200970787019636440 - Monthly Fee,-5.00,104544.00
2025-07-31,Transfer to GR200970787019636440 - Monthly Fee,-5.00,104549.00
2025-06-30,Transfer to GR200970787019636440 - Monthly Fee,-5.00,104554.00
2025-05-31,Transfer to GR200970787019636440 - Monthly Fee,-5.00,104559.00
2025-11-30,Transfer to GR200181913656576526 - Monthly Fee,-5.00,104564.00
2025-10-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,104569.00
2025-09-30,Transfer to GR200181913656576526 - Monthly Fee,-5.00,104574.00
2025-08-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,104579.00
2025-07-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,104584.00
2025-06-30,Transfer to GR200181913656576526 - Monthly Fee,-5.00,104589.00
2025-05-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,104594.00
2025-08-31,Transfer to GR200142021179545216 - Monthly Fee,-5.00,104599.00
2025-07-31,Transfer to GR200142021179545216 - Monthly Fee,-5.00,104604.00
2025-06-30,Transfer to GR200142021179545216 - Monthly Fee,-5.00,104609.00
2025-05-31,Transfer to GR200142021179545216 - Monthly Fee,-5.00,104614.00
2025-05-31,Transfer to GR200705702154278271 - Monthly Fee,-5.00,104619.00
