2025-08-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,1743.20
2025-07-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,1633.20
2025-06-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,1523.20
2025-05-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,1413.20
2025-11-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,1303.20
2025-10-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,1193.20
2025-09-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,1083.20
2025-08-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,973.20
2025-07-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,863.20
2025-06-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,753.20
2025-05-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,643.20
2025-08-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,533.20
2025-07-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,423.20
2025-07-20,Bill Payment,-37.80,17.60
2025-06-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,313.20
2025-05-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,203.20
2025-05-23,Bill Payment,-37.80,55.40
2025-05-23,Bill Payment,-35.00,93.20
2025-05-28,Transfer from GR100202503111546003 - GIATRAKOS French,110.00,128.20
