2025-06-30,Transfer from GR200338671802966318 - Monthly Rate,0.02,10.84
2025-05-31,Transfer from GR200338671802966318 - Monthly Rate,0.01,10.83
2025-06-30,Transfer from GR200866237413052638 - Monthly Rate,0.02,10.82
2025-05-31,Transfer from GR200866237413052638 - Monthly Rate,0.01,10.81
2025-06-30,Transfer from GR200783060066494593 - Monthly Rate,0.02,10.80
2025-05-31,Transfer from GR200783060066494593 - Monthly Rate,0.01,10.79
2025-06-30,Transfer from GR200096839166887843 - Monthly Rate,0.02,10.78
2025-05-31,Transfer from GR200096839166887843 - Monthly Rate,0.01,10.77
2025-06-30,Transfer from GR200531794437971832 - Monthly Rate,0.02,10.76
2025-05-31,Transfer from GR200531794437971832 - Monthly Rate,0.01,10.75
2025-09-30,Transfer from GR200219232037090916 - Monthly Rate,0.02,10.74
2025-08-31,Transfer from GR200219232037090916 - Monthly Rate,0.02,10.72
2025-07-31,Transfer from GR200219232037090916 - Monthly Rate,0.02,10.70
2025-06-30,Transfer from GR200219232037090916 - Monthly Rate,0.02,10.68
2025-05-31,Transfer from GR200219232037090916 - Monthly Rate,0.01,10.67
2025-08-31,Transfer from GR200057370397633730 - Monthly Rate,2.97,1751.66
2025-08-01,Transfer to GR100202503111546003 - GIOLDASIS RENT,-450.00,392.00
2025-07-31,Transfer from GR200057370397633730 - Monthly Rate,2.97,1748.69
2025-07-01,Transfer to GR100202503111546003 - GIOLDASIS RENT,-450.00,842.00
2025-06-30,Transfer from GR200057370397633730 - Monthly Rate,2.86,1745.72
2025-06-01,Transfer to GR100202503111546003 - GIOLDASIS RENT,-450.00,1292.00
2025-05-31,Transfer from GR200057370397633730 - Monthly Rate,0.86,1742.86
