2025-06-30,Transfer from GR200783060066494593 - Monthly Rate,1.05,637.26
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,715.90
2025-05-31,Transfer from GR200783060066494593 - Monthly Rate,0.31,636.21
2025-06-30,Transfer from GR200096839166887843 - Monthly Rate,1.04,635.90
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,714.54
2025-05-31,Transfer from GR200096839166887843 - Monthly Rate,0.31,634.85
2025-06-30,Transfer from GR200531794437971832 - Monthly Rate,1.04,634.54
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,713.19
2025-05-31,Transfer from GR200531794437971832 - Monthly Rate,0.31,633.50
2025-09-30,Transfer from GR200219232037090916 - Monthly Rate,1.04,633.19
2025-08-31,Transfer from GR200219232037090916 - Monthly Rate,1.07,632.15
2025-08-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,788.63
2025-07-31,Transfer from GR200219232037090916 - Monthly Rate,1.07,631.08
2025-06-30,Transfer from GR200219232037090916 - Monthly Rate,1.07,630.01
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,708.63
2025-05-31,Transfer from GR200219232037090916 - Monthly Rate,0.31,628.94
2025-08-31,Transfer from GR200057370397633730 - Monthly Rate,1.07,628.63
2025-08-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,785.16
2025-07-31,Transfer from GR200057370397633730 - Monthly Rate,1.06,627.56
2025-06-30,Transfer from GR200057370397633730 - Monthly Rate,1.03,626.50
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,705.16
2025-05-31,Transfer from GR200057370397633730 - Monthly Rate,0.31,625.47
2025-08-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,1161.00
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,1081.00
2025-12-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,1001.00
2025-10-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,921.00
2025-08-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,841.00
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,761.00
2025-08-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,681.00
2025-06-15,Transfer from GR100202503111546002 - MARAGKOUDAKIS English,80.00,601.00
2025-05-23,ATM Withdraw,123.00,521.00
