2025-09-30,Transfer to GR200970787019636440 - Monthly Fee,-5.00,7332.00
2025-08-31,Transfer to GR200970787019636440 - Monthly Fee,-5.00,7337.00
2025-07-31,Transfer to GR200970787019636440 - Monthly Fee,-5.00,7342.00
2025-06-30,Transfer to GR200970787019636440 - Monthly Fee,-5.00,7347.00
2025-05-31,Transfer to GR200970787019636440 - Monthly Fee,-5.00,7352.00
2025-11-30,Transfer to GR200181913656576526 - Monthly Fee,-5.00,7357.00
2025-10-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,7362.00
2025-09-30,Transfer to GR200181913656576526 - Monthly Fee,-5.00,7367.00
2025-08-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,7372.00
2025-07-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,7377.00
2025-06-30,Transfer to GR200181913656576526 - Monthly Fee,-5.00,7382.00
2025-05-31,Transfer to GR200181913656576526 - Monthly Fee,-5.00,7387.00
2025-08-31,Transfer to GR200142021179545216 - Monthly Fee,-5.00,7392.00
2025-07-31,Transfer to GR200142021179545216 - Monthly Fee,-5.00,7397.00
2025-06-30,Transfer to GR200142021179545216 - Monthly Fee,-5.00,7402.00
2025-05-31,Transfer to GR200142021179545216 - Monthly Fee,-5.00,7407.00
2025-05-31,Transfer to GR200705702154278271 - Monthly Fee,-5.00,7412.00
